province,municipality,party,ward_list_order,seat_category,surname,full_name,seat_type
KwaZulu-Natal,KZN436 - Dr. Nkosazana Dlamini Zuma,INKATHA FREEDOM PARTY,PR(2),PR,DLAMINI,NTOBEKO CHRYISOSTOMUS,LC PR
KwaZulu-Natal,KZN436 - Dr. Nkosazana Dlamini Zuma,INKATHA FREEDOM PARTY,PR(3),PR,ZULU,NOMBUSO PRISCA,LC PR
KwaZulu-Natal,ETH - eThekwini,ABANTU BATHO CONGRESS,PR(1),PR,MAVUNDLA,PHILANI GODFREY,MC PR
KwaZulu-Natal,ETH - eThekwini,ABANTU BATHO CONGRESS,PR(2),PR,GWALA,BHUNGU MGEZENI,MC PR
KwaZulu-Natal,ETH - eThekwini,ACTIONSA,PR(1),PR,KHOZA,MAKHOSI BUSISIWE,MC PR
KwaZulu-Natal,ETH - eThekwini,ACTIONSA,PR(2),PR,KUBHEKA,BONGUMUSA GRACIOUS,MC PR
KwaZulu-Natal,ETH - eThekwini,ACTIONSA,PR(3),PR,BEESLEY,ALAN DAVID,MC PR
KwaZulu-Natal,ETH - eThekwini,ACTIONSA,PR(4),PR,PARUK,AHMED ABDOOL KHALEK,MC PR
KwaZulu-Natal,ETH - eThekwini,ACTIVE CITIZENS COALITION,PR(1),PR,SYED,IMTIAZ,MC PR
KwaZulu-Natal,ETH - eThekwini,ACTIVE CITIZENS COALITION,PR(2),PR,ISMAIL,MOHAMMED FAIZEL,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR(1),PR,ESSOP,JAMEEL,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR(2),PR,GUMEDE,SIMO,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN DEMOCRATIC CHANGE,PR(1),PR,REDDY,VISVIN GOPAL,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN INDEPENDENT CONGRESS,PR(1),PR,MHLABA,KHAYA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN INDEPENDENT CONGRESS,PR(2),PR,NCUKANA,VATHISWA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500001,Ward,NTULI,BRAVEMAN THEMBUBUHLE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500002,Ward,LUTHULI,WILFRED MAKHOSINI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500003,Ward,MKHIZE,MPILENHLE ELDRIDGE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500004,Ward,NXUMALO,PETROS HELLA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500005,Ward,NGCONGO,SBUSISO BLESSING,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500006,Ward,MAJOLA,FREEDOM NKOSINATHI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500007,Ward,JALI,LUTHANDO BULELANI SONWABILE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500008,Ward,MBAMBO,MARCO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500012,Ward,NSUNDWANE,DUMSANE MAXWELL,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500013,Ward,CLOETE,REGINALD,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500014,Ward,GASA,GABRIEL MTHOKOZISI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500015,Ward,SHEZI,THEMBELANI EPHRAIME,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500016,Ward,NGUBANE,DAVID BONGANI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500017,Ward,KHWELA,SIBUSISO NONOZA CEDRICK,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500019,Ward,HLONGWA,SIKHANYISO DESMOND,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500020,Ward,MBHELE,KHULEKANI TERRENCE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500021,Ward,NYANISA,NELISIWE NESTA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500022,Ward,NZIMANDE-MADLALA,MIRRIAM VUMILE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500024,Ward,MAKHATHINI,HUGH SIKHUMBUZO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500025,Ward,MKHIZE,THEMBA JETRO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500026,Ward,LUSHABA,SBUSISO WELCOME,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500028,Ward,KHUZWAYO,NTANDOYENKOSI LUCKY,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500029,Ward,MNGADI,BHEKISISA RICHARD,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500032,Ward,MNGONYAMA,MZOKUTHOBA ROTAS,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500037,Ward,MAPHUMULO,NTOMBIZODWA JEPHRINA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500038,Ward,THUSI,MUZIKAYISE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500040,Ward,MZIMELA,SITHEMBISO KENNETH,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500041,Ward,SIBISI,JACOB NHLANHLA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500042,Ward,MNGADI,DERRICK FISOKUHLE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500043,Ward,MHLONGO,GLORIA NELISIWE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500044,Ward,PHEWA,BHEKOKWAKHE WELCOME,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500045,Ward,ZONDI,MAFI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500046,Ward,MAZIBUKO,SIHLE HERMAN,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500047,Ward,NTSHANGASE,PHIWAYINKOSI CEDRIC,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500053,Ward,TYELINZIMA,NONCEBA THELMA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500054,Ward,MNGUNI,THEMBA JOSEPH,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500055,Ward,MFEKA,SIYABONGA PATRICK,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500056,Ward,NTOMBELA,SIYABONGA HOPEWELL,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500057,Ward,KUNJU,VINCENT,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500059,Ward,MHLONGO,NKOSIYEZWE MOYAWEZWI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500060,Ward,MDLETSHE,WITNESS FAKAZI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500062,Ward,NENE,THOBEKANI HUDSON,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500067,Ward,MNYANDU,SIPEPELO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500072,Ward,MPANZA,SIBUSISO BHEKISISA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500074,Ward,ZONDI,OCTAVIA NOLUBABALO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500075,Ward,SIVETYE,BLESSED SIBUSISO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500076,Ward,MAPHUMULO,JABULANI BHEKISISA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500078,Ward,MNOMIYA,ZAKHELE OZIAS,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500079,Ward,CELE,KHUMBULANI PROFESSOR MICHAEL,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500080,Ward,MSOMI,LINDIWE ISABEL,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500081,Ward,MTHETHWA,THAMISANQA DESMOND,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500082,Ward,CELE,SIBUSISO BLESSING,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500083,Ward,MNGWENGWE,BHEKIZAZI VINCENT,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500084,Ward,MABASO,MSIZI ENERST,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500085,Ward,NENE,SPHELELE GABRIEL,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500086,Ward,MTHETHWA,SIZWE STANLEY SANDISELE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500087,Ward,SINDANE,BRIAN SIZWE BONGINKOSI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500088,Ward,MATHE,THEMBINKOSI ZIPHOZONKE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500091,Ward,SIKAKANE,LUNGISANI CONRAD,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500092,Ward,MAZIBUKO,WONDERBOY MASOKA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500093,Ward,ZUNGU,THABISILE GLORIA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500094,Ward,HLOMUKA,NOMVULA PRUDENCE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500095,Ward,XULU,THOKOZANI VIVIAN,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500096,Ward,MAKHANYA,THEMBELIHLE GOODHOPE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500098,Ward,JOKWENI,MFANAFUTHI ARTHUR,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500099,Ward,MOLIFE,MNQOBI VICTOR,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500100,Ward,MKHIZE,MBUYISENI PERCIVAL,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500101,Ward,MKHIZE,SIMON SIYABONGA,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500103,Ward,MKHIZE,MINENHLE CALVIN,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500104,Ward,NDLOVU,NKULULEKO SIZWE,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500105,Ward,NDLOVU,AYANDA BRIGHTMAN,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500107,Ward,NTULI,NJABULO,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500108,Ward,GCABASHE,FALAKHE OBRIEN,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500109,Ward,MANQELE,MENZI WILFRED,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,59500111,Ward,SHINGA,INNOCENT MHLENGI,MC Ward
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(1),PR,NYAWOSE,THABANI EVERSON,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(2),PR,SOKHABASE,ZAMAZULU RUTH,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(3),PR,MADLALA,NKOSENHLE INNOCENT,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(4),PR,SIBIYA,NTOKOZO,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(5),PR,MKHIZE,S'FISO MFANUFIKILE,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(6),PR,YOUNG,NOKUTHULA YOLENDA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(7),PR,SABELO,THANDUXOLO,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(8),PR,MKHIZE,PEARL,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(9),PR,KAUNDA,THOMAS MXOLISI,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(10),PR,MNGADI,SENZO VUSITHEMBA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(11),PR,SISHANGE,PATIENCE SAMUKELISIWE,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(12),PR,NDLELA,NTOMBI BEATRICE,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(13),PR,SITHOLE,NOMPUMELELO IGNATIA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(14),PR,MTHEMBU,LINDIWE GLORIOUS,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(15),PR,FORTEIN,BARBARA AGNES,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(16),PR,NGCOBO,SINDISWA PRETTY-GIRL,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(17),PR,NDLOVU,PURITY BUSI,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(18),PR,GUMEDE,BUYISIWE REBECCA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(19),PR,SISOKA,CHERYL NTOMBIFUTHI,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(20),PR,SHANGE,MATHABI GOODNESS,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR(21),PR,MKHWANAZI,BRENDA,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN PEOPLE FIRST,PR(1),PR,NGIBA,BONGINKOSI SIPHIWE,MC PR
KwaZulu-Natal,ETH - eThekwini,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,PHAKATHI,MXOLISI EWART,MC PR
KwaZulu-Natal,ETH - eThekwini,AL JAMA-AH,PR(1),PR,KHAN,MOHAMMED HOOSEN,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500009,Ward,MSOMI,NONSIKELELO PEARL,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500010,Ward,COLLINS,TERENCE PETER,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500011,Ward,CLARIVETTE,GRAEME DEREK,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500018,Ward,BRAUTESETH,MELANIE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500023,Ward,KISSOON,ALICIA,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500027,Ward,SMITH,ERNEST GRENVILLE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500030,Ward,BURNE,WARREN JEROME DE MARIGNY,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500031,Ward,MCKENZIE,REMONA LETISHA,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500033,Ward,MNGADI,SAKHILE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500034,Ward,MAHARAJH,ASHOK,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500035,Ward,BOLLMAN,NICOLE JANE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500036,Ward,DE BOER,SHONTEL VERONICA,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500048,Ward,LUTCHMEN,MICHELLE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500049,Ward,PILLAY,DANOVAN,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500050,Ward,SINGH,EURIKA LYNDAL,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500051,Ward,JOHNSON,MANAGI,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500052,Ward,SINGH,SAMIER,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500058,Ward,PULLAN,GEOFFREY DOUGLAS AYRTON,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500061,Ward,MUNIEN,NAGAMMAH,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500063,Ward,VAN DEN BERG,JAN CHRISTOFFEL,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500064,Ward,HEGTER,GAVIN JAMES,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500065,Ward,WINDVOGEL,SAMANTHA MAGDALENE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500066,Ward,SOLOMON,ZOË ADELE,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500068,Ward,SNYMAN,AUBREY DESMOND,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500069,Ward,GOVENDER,GANAS,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500070,Ward,GOVENDER,SATHASIVAN,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500071,Ward,ISMAIL,FATIMA,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500073,Ward,PILLAY,DEVARAJ RAMA,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500077,Ward,RAMPERSAD,ANOOP,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500090,Ward,NOWBUTH,DHARMANAND RUGBEER,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500097,Ward,BEETGE,ANDRÉ,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500102,Ward,MACPHERSON,RORY DEAN,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500106,Ward,CHETTY,JOHNSON,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,59500110,Ward,ABDUL,AAMIR,MC Ward
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(1),PR,TEMBE,MMABATHO,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(2),PR,GRAHAM,NICOLE LEE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(3),PR,GOKOOL,RIONA,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(4),PR,GOVENDER,YOGISWARIE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(5),PR,NAIR,MARLAINE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(6),PR,SEWSHANKER,SHAMENDRI,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(7),PR,LANGA,CHRISTOPHER BONGINKOSI,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(8),PR,SIBISI,KHETHOKUHLE SIBONISO,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(9),PR,KHUZWAYO,ZAMANI WISEMAN,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(10),PR,MTHETHWA,THABANI MBONGISENI,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(11),PR,MKHIZE,KHETHUKUTHULA VINCENT,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(12),PR,SHOZI,HLENGIWE PRECIOUS,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(13),PR,LAING,CAELEE JANE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(14),PR,BILLY,MZAMO,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(15),PR,NGEMA,SITHEMBISO,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(16),PR,MHLONGO,SIKELELA EMMANUEL,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(17),PR,NDIWENI,WELEKAZI PRIMROSE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(18),PR,KHUBONE,KUTHULA NOMFUNDO NOMTHANDAZO,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(19),PR,MDLAZI,XOLISWA,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(20),PR,CHEBURE,SANELISIWE PRETTY,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(21),PR,NXUMALO,BAWINILE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(22),PR,VAN VUUREN,JARRED BRYAN,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(23),PR,MKHIZE,ADELAIDE ZANDILE,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(24),PR,DAVIES-BLACK,JENNIFER MERIEL,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR(25),PR,NTULI,PERFECT BHEKA,MC PR
KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC LIBERAL CONGRESS,PR(1),PR,PILLAY,PATRICK,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MVUBU,OTTO BHEKITHEMBA,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MEMELA,SITHEMBILE MILLICENT,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MADLALA,SIHLE RUSSEL,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MKHIZE,NELISIWE NOMZAMO,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,NDLOVU,MXOLISI FREEDOM,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(6),PR,GABELA,STAFF NOMVULA,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(7),PR,MADLALA,MENZIWA ANTONY,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(8),PR,DZANIBE,ZUKISWA,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(9),PR,VILAKAZI,NKOSIKHONA BRIAN,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(10),PR,NQWENISO,XOLISILE MAXOLI,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(11),PR,GODLWANA,NKOSINGIPHILE BAFANA CHESTERS,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(12),PR,MKHIZE,NTOMBIFUTHI ABEGAIL,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(13),PR,MCINEKA,SKHUMBUZO WELCOME,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(14),PR,SHANGE,LUNGILE PURITY,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(15),PR,MOTSEKE,NHLANHLA DAVID,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(16),PR,ZONDI,NQOBILE,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(17),PR,KHAMBULE,KHANYISANI,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(18),PR,MSIBI,NOTHEMBA PETRONELLA,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(19),PR,WEBSTER,NATALIE ISOBEL,MC PR
